ID,current.year,ejd,area,kom.t+1,flyt,income,wealth,price,vurdering
137,1995,4275,4,4,0,"400819,246317875","99457,9210743227",0,1269034
137,1996,1952,4,1,1,"385218,964606053","100592,515742602",851110,0
137,1997,1952,1,1,0,"366297,144872545","97072,2728813039",0,0
137,1998,1952,1,1,0,"380218,536555772","98045,4298314999",0,0
137,1999,1952,1,1,0,"365436,821424096","102794,06166803",0,0
137,2000,1952,1,1,0,"368769,709461112","99392,998482933",0,0
137,2001,1952,1,1,0,"384952,041856137","102616,069181012",0,0
137,2002,1952,1,1,0,"393525,90247596","105527,874660724",0,0
137,2003,1952,1,1,0,"404608,824486758","109624,769814481",0,0
137,2004,6445,1,6,1,"418007,792026619","111787,615195419",173369,0
138,1995,6445,6,6,0,"406588,728935637","111408,616597489",0,1179931
138,1996,6445,6,6,0,"424584,179984294","111773,542304861",0,0
138,1997,6445,6,6,0,"417315,359096336","109180,659251688",0,0
138,1998,6445,6,6,0,"400481,014985772","112346,627150352",0,0
138,1999,2289,6,1,1,"381500,546096486","113795,088213239",1430159,0
138,2000,2289,1,1,0,"376713,734217527","112340,935491394",0,0
138,2001,2289,1,1,0,"364809,763948141","113613,605883278",0,0
138,2002,2289,1,1,0,"360587,430749816","117039,052051423",0,0
138,2003,2289,1,1,0,"375340,765435879","120246,682956881",0,0
138,2004,2289,1,3,0,"380149,955289516","119372,748224283",0,0
139,1995,2289,3,3,0,"395624,665420216","120794,622007559",0,1021677
139,1996,2289,3,3,0,"392373,836618523","120309,932328882",0,0
139,1997,2289,3,3,0,"385351,931972409","117342,736628299",0,0
139,1998,2289,3,3,0,"399127,308476563","122347,11409898",0,0
139,1999,2289,3,3,0,"384797,213176841","122537,422755244",0,0
139,2000,2289,3,3,0,"387054,862503804","123201,141662588",0,0
139,2001,2289,3,3,0,"386158,323770417","118904,964732608",0,0
139,2002,2289,3,3,0,"373805,789681755","114992,645584137",0,0
139,2003,2289,3,3,0,"383409,955505288","116324,101606112",0,0
139,2004,2289,3,2,0,"382860,254261473","118029,09869679",0,0
140,1995,2289,2,2,0,"369132,044539071","114446,113728738",0,1295102
140,1996,2289,2,2,0,"383951,724985988","117765,619696913",0,0
140,1997,2289,2,2,0,"400073,837682619","118161,114747724",0,0
140,1998,2289,2,2,0,"411659,764992561","117144,226622256",0,0
140,1999,2289,2,2,0,"411705,100847817","118262,109344915",0,0
140,2000,2289,2,2,0,"410314,750949032","117471,301507312",0,0
140,2001,2289,2,2,0,"429129,285049342","118379,434390474",0,0
140,2002,2289,2,2,0,"427547,739387398","118754,16597908",0,0
140,2003,2289,2,2,0,"409844,592505629","113070,366211928",0,0
140,2004,2289,2,6,0,"399861,139320963","107417,829780803",0,0
141,1995,2289,6,6,0,"402054,680885561","102330,957913233",0,1370155
141,1996,2289,6,6,0,"396956,282259653","98208,2104936395",0,0
141,1997,2289,6,6,0,"382394,455350217","98924,1799284843",0,0
141,1998,2289,6,6,0,"394927,924657583","95013,0602123194",0,0
141,1999,2289,6,6,0,"411099,262899709","91176,0502619725",0,0
141,2000,2289,6,6,0,"408536,693307911","87847,1579200378",0,0
141,2001,2289,6,6,0,"412270,217185686","83555,5947204114",0,0
141,2002,2289,6,6,0,"429761,452110729","79941,87816109",0,0
141,2003,2289,6,6,0,"443279,122203863","78847,2132008623",0,0
141,2004,2289,6,1,0,"426550,169650988","80587,5508127598",0,0
142,1995,9572,1,1,1,"421204,114728986","81427,1527273915",1781062,1709259
142,1996,9572,2,2,0,"404449,254871726","79587,9304175433",0,0
142,1997,9572,2,2,0,"416878,398090408","81990,5660572505",0,0
142,1998,9572,2,2,0,"418867,253444474","83507,7493053426",0,0
142,1999,9572,2,2,0,"422007,243434094","80521,4815031357",0,0
142,2000,9572,2,2,0,"422291,624814434","78724,6936392644",0,0
142,2001,9572,2,2,0,"413812,03001969","79506,7111346956",0,0
142,2002,9572,2,2,0,"415800,012533934","81955,9947553536",0,0
142,2003,9572,2,2,0,"422743,404367525","78644,8163718211",0,0
142,2004,9572,2,5,0,"413484,374908841","80298,1106727066",0,0
143,1995,9572,5,5,0,"422481,21354427","76671,3831985653",0,1452044
143,1996,9572,5,5,0,"416125,049126661","76865,9549292012",0,0
143,1997,9572,5,5,0,"402627,810614006","79704,4166737313",0,0
143,1998,9572,5,5,0,"420399,43846192","82520,3107567963",0,0
143,1999,9572,5,5,0,"418552,109940089","82601,0529210361",0,0
143,2000,9572,5,5,0,"426565,76930567","80615,8486977217",0,0
143,2001,9572,5,5,0,"439628,063747033","79564,6135567213",0,0
143,2002,931,5,2,1,"460447,133655252","82436,8596508804",669245,0
143,2003,931,2,2,0,"459364,800214736","80446,0395708468",0,0
143,2004,931,2,4,0,"469542,002673878","79219,6274091528",0,0
144,1995,931,4,4,0,"484511,63514141","79848,5889693076",0,1840213
144,1996,6004,4,4,1,"502491,431604828","77816,6611070342",470172,0
144,1997,6838,4,4,1,"509358,872266554","80237,886015899",1116292,0
144,1998,6838,4,4,0,"517595,097324909","78402,302473437",0,0
144,1999,6838,4,4,0,"504986,819649552","76643,5815366644",0,0
144,2000,6838,4,4,0,"480581,993814949","74247,3107788497",0,0
144,2001,6838,4,4,0,"480010,991381181","76264,2902409733",0,0
144,2002,6838,4,4,0,"480914,296454754","74520,7010572321",0,0
144,2003,6838,4,4,0,"490163,411606168","75163,6895122413",0,0
144,2004,6838,4,1,0,"507294,985691576","73630,8825043397",0,0
145,1995,6838,1,1,0,"515470,968027189","75342,8596877531",0,1315770
145,1996,6838,1,1,0,"537966,690963002","76434,803673901",0,0
145,1997,6838,1,1,0,"549061,505617314","79274,0371100725",0,0
145,1998,6838,1,1,0,"574141,849412359","77367,0959170453",0,0
145,1999,6838,1,1,0,"546539,008839903","76954,411111749",0,0
145,2000,6838,1,1,0,"563792,940056616","76599,569955689",0,0
145,2001,6838,1,1,0,"560329,387499869","75095,0399098277",0,0
145,2002,6838,1,1,0,"536499,977643977","76410,3907994633",0,0
145,2003,6838,1,1,0,"555437,097005662","80047,9852160722",0,0
145,2004,6838,1,3,0,"548857,086563602","82341,5858109887",0,0
146,1995,6838,3,3,0,"551599,499046646","80333,5347986655",0,1612023
146,1996,6838,3,3,0,"548052,205612529","78249,6893936623",0,0
146,1997,7049,3,4,1,"549719,144162562","79683,2888767738",461649,0
146,1998,7049,4,4,0,"556489,818327198","77457,8325169717",0,0
146,1999,7049,4,4,0,"550361,755034415","79913,4917435131",0,0
146,2000,8198,4,3,1,"562684,567231444","83242,1144737645",1180300,0
146,2001,8198,3,3,0,"575793,98813073","79758,8573648699",0,0
146,2002,8198,3,3,0,"558050,588448472","80999,1207845445",0,0
146,2003,8198,3,3,0,"550587,57733467","77118,8373114149",0,0
146,2004,8198,3,3,0,"547854,973767353","78210,2725850387",0,0
147,1995,8198,3,3,0,"544615,795334846","80659,3089664168",0,1332494
147,1996,8198,3,3,0,"564107,129393066","78070,6517549161",0,0
147,1997,8198,3,3,0,"555851,610052587","81325,6820131583",0,0
147,1998,8198,3,3,0,"540075,708359874","78894,0263835073",0,0
147,1999,8198,3,3,0,"530630,575278156","77107,9257418964",0,0
147,2000,8198,3,3,0,"504998,649465637","80267,6078144773",0,0
147,2001,8198,3,3,0,"501675,185295744","81233,8682212602",0,0
147,2002,8198,3,3,0,"505204,494376451","80759,0508416843",0,0
147,2003,8198,3,3,0,"526624,57954912","77140,4148436661",0,0
147,2004,8198,3,5,0,"510837,835497922","78492,1904330582",0,0
148,1995,8198,5,5,0,"498292,57414435","75830,8719325391",0,1627511
148,1996,8198,5,5,0,"479960,39692209","79554,651246567",0,0
148,1997,8198,5,5,0,"473846,65363252","76541,0172793662",0,0
148,1998,7995,5,3,1,"497377,239331133","77068,042044971",102252,0
148,1999,7995,3,3,0,"482455,553033101","78138,2884150013",0,0
148,2000,7995,3,3,0,"472694,418154899","81745,2428353366",0,0
148,2001,7995,3,3,0,"491833,389451981","79418,9337800533",0,0
148,2002,7995,3,3,0,"472395,68324724","81094,7967640964",0,0
148,2003,7995,3,3,0,"465180,320411075","82251,5834431285",0,0
148,2004,7995,3,1,0,"451343,861461993","82784,5851353061",0,0
149,1995,7995,1,1,0,"456209,313467989","85770,4275590535",0,1584063
149,1996,6667,1,1,1,"473051,700479211","85310,6441185566",1026996,0
149,1997,6667,1,1,0,"495167,006607961","86879,8073766843",0,0
149,1998,6667,1,1,0,"515847,978123244","83117,5370918636",0,0
149,1999,6667,1,1,0,"528317,49376495","81878,4402098925",0,0
149,2000,6667,1,1,0,"528356,872144613","78682,4711600908",0,0
149,2001,6667,1,1,0,"537473,267682007","76181,0533234945",0,0
149,2002,6667,1,1,0,"562579,337655788","75235,3167980069",0,0
149,2003,6667,1,1,0,"538202,795223326","77175,4985388947",0,0
149,2004,8470,1,1,1,"558202,156072807","78978,0929054397",540176,0
150,1995,8470,1,1,0,"559093,693076055","76396,0554557484",0,853926
150,1996,8470,1,1,0,"536418,192809764","76922,4922865085",0,0
150,1997,8470,1,1,0,"547147,10576254","76135,1843090307",0,0
150,1998,7931,1,1,1,"538170,40308503","77524,5951805523",1867249,0
150,1999,7931,1,1,0,"525662,83314208","76310,204665068",0,0
150,2000,7931,1,1,0,"533892,178678296","75657,7927431808",0,0
150,2001,7931,1,1,0,"511976,389973917","72728,1349156665",0,0
150,2002,7931,1,1,0,"507964,195983591","75752,0494437171",0,0
150,2003,7931,1,1,0,"526706,734616762","79066,9883371466",0,0
150,2004,7931,1,6,0,"550420,702740406","81935,8327778613",0,0
151,1995,2821,6,6,1,"557676,096530556","81806,0425116764",669845,1900672
151,1996,2821,1,1,0,"536370,497989882","79526,8632431485",0,0
151,1997,2821,1,1,0,"519970,596147046","80000,5652447936",0,0
151,1998,2821,1,1,0,"524714,252382292","79493,3298573059",0,0
151,1999,7623,1,5,1,"532947,883868046","81768,1297901888",149669,0
151,2000,7623,5,5,0,"516789,820447752","85245,9085327255",0,0
151,2001,7623,5,5,0,"523672,278020166","86401,6889609152",0,0
151,2002,7623,5,5,0,"519406,732511925","82734,7026830035",0,0
151,2003,7623,5,5,0,"541495,349651753","84443,203626167",0,0
151,2004,7623,5,6,0,"519661,228188139","83370,150147254",0,0
152,1995,7623,6,6,0,"545250,741127382","85764,2348616991",0,1673443
152,1996,1184,6,2,1,"538026,817650864","88959,6318387361",562573,0
152,1997,1184,2,2,0,"546274,783278171","86249,5526463976",0,0
152,1998,1184,2,2,0,"522662,236350771","90018,0538127117",0,0
152,1999,1184,2,2,0,"538951,257191828","91107,5411635143",0,0
152,2000,1184,2,2,0,"548422,133883808","89140,2082355988",0,0
152,2001,1184,2,2,0,"538604,290985777","92522,4640788209",0,0
152,2002,1184,2,2,0,"553517,271307631","94299,1598894312",0,0
152,2003,1184,2,2,0,"555120,135461788","90831,5058841369",0,0
152,2004,1184,2,5,0,"575757,101729492","95255,9442788435",0,0
153,1995,1184,5,5,0,"564805,549103007","91948,5575627507",0,1033281
153,1996,1184,5,5,0,"538900,836241506","92745,2181000602",0,0
153,1997,1184,5,5,0,"565729,490559272","96987,4590149608",0,0
153,1998,1184,5,5,0,"543253,755098104","100180,475217424",0,0
153,1999,1184,5,5,0,"554345,030261514","98929,2458141762",0,0
153,2000,3508,5,5,1,"528973,325102518","97936,2220495362",367418,0
153,2001,3508,5,5,0,"506501,582894934","98466,6114236449",0,0
153,2002,3508,5,5,0,"495725,626150204","99051,8859091308",0,0
153,2003,3508,5,5,0,"499069,784047527","103298,126113909",0,0
153,2004,3508,5,3,0,"490902,885862607","103403,601959175",0,0
154,1995,3508,3,3,0,"485198,684404193","104149,618925584",0,1429675
154,1996,9074,3,2,1,"478266,54279688","108999,008101878",224729,0
154,1997,9074,2,2,0,"472984,550318912","110725,235854971",0,0
154,1998,9074,2,2,0,"455006,73123286","109049,683596563",0,0
154,1999,9074,2,2,0,"440171,922389453","106054,262292005",0,0
154,2000,9074,2,2,0,"448894,238592139","106493,102026934",0,0
154,2001,9074,2,2,0,"447375,277326228","102507,516685044",0,0
154,2002,9074,2,2,0,"463001,720564149","101003,887503127",0,0
154,2003,9074,2,2,0,"483790,558661392","96753,8070275385",0,0
154,2004,9074,2,3,0,"479471,818146245","91953,521144765",0,0
155,1995,9074,3,3,0,"477319,628491345","90518,7815969401",0,1721068
155,1996,9074,3,3,0,"491796,113760478","94331,0502049553",0,0
155,1997,9074,3,3,0,"501527,782581807","95936,9122051919",0,0
155,1998,9074,3,3,0,"508764,402389136","96838,8196367423",0,0
155,1999,9074,3,3,0,"524692,40504872","98758,9291656456",0,0
155,2000,9074,3,3,0,"499364,247536552","96986,1012181378",0,0
155,2001,9074,3,3,0,"493833,957792271","100782,648432696",0,0
155,2002,9074,3,3,0,"483946,075605273","97627,7334149831",0,0
155,2003,9074,3,3,0,"485386,410060303","92983,0811550676",0,0
155,2004,3928,3,3,1,"492018,241714359","92314,4921670675",123936,0
156,1995,3928,3,3,0,"492328,925143957","89817,9061073324",0,1544343
156,1996,3928,3,3,0,"499020,641566758","89178,6793061977",0,0
156,1997,3928,3,3,0,"474757,269537252","88586,9380913568",0,0
156,1998,3928,3,3,0,"460376,627453954","84964,6887211936",0,0
156,1999,5052,3,1,1,"471814,445100714","86544,0892354574",1540387,0
156,2000,4244,1,6,1,"494388,938807066","84418,4759981178",1097746,0
156,2001,4244,6,6,0,"472492,863673663","83731,4397797288",0,0
156,2002,4244,6,6,0,"493204,044017055","87227,9090708615",0,0
156,2003,4244,6,6,0,"509703,926328161","88565,3709845775",0,0
156,2004,4244,6,5,0,"499847,792731706","86101,8882638226",0,0
157,1995,4244,5,5,0,"490741,411323823","82468,3831561566",0,1635867
157,1996,4244,5,5,0,"466938,170761827","83846,703938881",0,0
157,1997,4244,5,5,0,"462314,574246217","81373,2117660121",0,0
157,1998,4244,5,5,0,"477409,603504532","84767,6119780195",0,0
157,1999,4244,5,5,0,"495421,06282061","85875,8726474981",0,0
157,2000,4244,5,5,0,"497070,900906993","86315,6667943633",0,0
157,2001,4244,5,5,0,"517690,514926011","84692,1614682208",0,0
157,2002,4244,5,5,0,"525887,430422362","85671,9395630717",0,0
157,2003,4244,5,5,0,"513442,455507535","86039,3370584752",0,0
157,2004,4244,5,4,0,"523879,02977837","83141,6506136195",0,0
158,1995,4244,4,4,0,"504166,216224283","82863,1224746164",0,1465883
158,1996,4244,4,4,0,"495164,196700252","81746,4330055643",0,0
158,1997,4244,4,4,0,"470977,064220072","78294,3192974391",0,0
158,1998,4244,4,4,0,"448605,147835303","81967,0823480734",0,0
158,1999,6868,4,3,1,"469676,57806587","78338,6893410552",1806706,0
158,2000,6868,3,3,0,"480819,408263124","78757,3184337505",0,0
158,2001,6868,3,3,0,"472365,028671302","79345,8316958933",0,0
158,2002,6868,3,3,0,"478368,151534852","80922,5981209121",0,0
158,2003,6868,3,3,0,"486181,657738059","77033,4792110506",0,0
158,2004,6868,3,6,0,"509657,200921639","80321,8121581094",0,0
159,1995,6868,6,6,0,"497462,81715734","82716,4067794226",0,1917817
159,1996,6868,6,6,0,"473618,136477081","79658,5899302787",0,0
159,1997,6868,6,6,0,"494613,011928304","80399,8941025017",0,0
159,1998,4578,6,4,1,"503609,913106983","83885,5905862772",1451889,0
159,1999,4578,4,4,0,"484465,353108686","80980,5476855603",0,0
159,2000,4578,4,4,0,"463520,634628965","81850,9519793184",0,0
159,2001,4578,4,4,0,"473178,266966593","82293,1245750146",0,0
159,2002,4578,4,4,0,"480708,39006332","85278,8901619173",0,0
159,2003,3210,4,6,1,"482137,813669667","81872,5685261656",1999436,0
159,2004,3210,6,4,0,"488992,040575657","81572,3262009395",0,0
160,1995,3210,4,4,0,"503382,993067165","83876,1005422871",0,1494717
160,1996,3210,4,4,0,"488914,540546276","86557,6933828089",0,0
160,1997,3210,4,4,0,"474581,555439608","84912,4606756223",0,0
160,1998,3210,4,4,0,"485101,315348335","80908,9753543089",0,0
160,1999,3210,4,4,0,"481963,689468362","84867,3572485153",0,0
160,2000,3210,4,4,0,"504664,641320353","83251,6257481607",0,0
160,2001,3210,4,4,0,"499989,089071683","86297,5188283673",0,0
160,2002,3210,4,4,0,"492698,499371535","85393,7565353992",0,0
160,2003,3210,4,4,0,"471835,214860795","88535,4521249227",0,0
160,2004,3210,4,4,0,"455162,76808275","90199,8615337097",0,0
161,1995,3210,4,4,0,"475928,338999139","88618,5186531312",0,1974513
161,1996,3210,4,4,0,"482212,714255902","90571,5452186995",0,0
161,1997,3210,4,4,0,"470342,912846258","89731,3239173075",0,0
161,1998,3210,4,4,0,"474188,550829059","88632,7120117263",0,0
161,1999,3210,4,4,0,"463824,454476389","86741,0866748654",0,0
161,2000,3210,4,4,0,"467553,752038036","85166,7918607089",0,0
161,2001,7531,4,1,1,"480251,240474962","83921,7991609942",1281751,0
161,2002,7531,1,1,0,"460015,560145379","80082,1094053137",0,0
161,2003,7531,1,1,0,"470620,345404267","77898,8080156038",0,0
161,2004,7531,1,5,0,"473451,178524708","75806,9560434125",0,0
162,1995,7531,5,5,0,"458998,817357235","78437,4773739234",0,1689232
162,1996,7531,5,5,0,"451194,15375533","78531,1401473547",0,0
162,1997,7531,5,5,0,"456481,944290779","80959,3313166219",0,0
162,1998,7531,5,5,0,"453028,298719986","77115,7794692382",0,0
162,1999,7531,5,5,0,"440478,740276338","73592,0742044338",0,0
162,2000,7531,5,5,0,"429088,567546268","74306,021771421",0,0
162,2001,7531,5,5,0,"434337,420718007","72943,0039042846",0,0
162,2002,4870,5,5,1,"416848,61250779","69298,6754699475",1791175,0
162,2003,4870,5,5,0,"419283,230990234","70004,9238758451",0,0
162,2004,4870,5,5,0,"400721,856459455","71523,3671826763",0,0
163,1995,4870,5,5,0,"384850,070455203","69484,3924744367",0,1616008
163,1996,4870,5,5,0,"371352,264666056","72467,9366431823",0,0
163,1997,4870,5,5,0,"353828,968934628","75049,8929211599",0,0
163,1998,4870,5,5,0,"362665,620461048","75580,6964362016",0,0
163,1999,4870,5,5,0,"368494,062085672","76071,7016803567",0,0
163,2000,4870,5,5,0,"361812,821966961","73226,0940808528",0,0
163,2001,4870,5,5,0,"351342,724865446","74610,8080007894",0,0
163,2002,4870,5,5,0,"356050,69196509","72411,6313766565",0,0
163,2003,4870,5,5,0,"363802,857331131","72394,1894061465",0,0
163,2004,4870,5,3,0,"360449,626277584","69726,9653570555",0,0
164,1995,4870,3,3,0,"345069,506294239","69319,2141396869",0,1052732
164,1996,4870,3,3,0,"335122,126964804","69715,3728271734",0,0
164,1997,4870,3,3,0,"344719,079905897","72171,5780045749",0,0
164,1998,4870,3,3,0,"347664,413405124","68767,4672652792",0,0
164,1999,4870,3,3,0,"349822,835360372","65727,3878341094",0,0
164,2000,4870,3,3,0,"347060,490556693","64853,2891627853",0,0
164,2001,4870,3,3,0,"331492,605828001","64865,3094045216",0,0
164,2002,4870,3,3,0,"337681,595862577","63252,6525470581",0,0
164,2003,4870,3,3,0,"332817,14126706","65599,1401546092",0,0
164,2004,4870,3,1,0,"324689,785629101","65576,4238104177",0,0
165,1995,4870,1,1,0,"336157,653501421","67562,9264823259",0,1917666
165,1996,4870,1,1,0,"342940,595360123","65628,0402812601",0,0
165,1997,4870,1,1,0,"348719,387754852","63362,6939617341",0,0
165,1998,4870,1,1,0,"346760,906870641","60868,2875470185",0,0
165,1999,4870,1,1,0,"360902,529634939","63797,5360074241",0,0
165,2000,4870,1,1,0,"373988,605393485","66022,2587172363",0,0
165,2001,4870,1,1,0,"362027,521147065","69182,3426690059",0,0
165,2002,4870,1,1,0,"349227,959177229","68247,6784123451",0,0
165,2003,4870,1,1,0,"346458,739713022","67772,0864869185",0,0
165,2004,4870,1,5,0,"346028,494616763","70506,0196303767",0,0
166,1995,4870,5,5,0,"333760,577510164","72456,3390838622",0,1264588
166,1996,4870,5,5,0,"318603,234874386","70799,7176899028",0,0
166,1997,4870,5,5,0,"332153,153611692","71108,6500014004",0,0
166,1998,4870,5,5,0,"337372,141324762","71772,6159193705",0,0
166,1999,4870,5,5,0,"323956,389061559","68393,5477329637",0,0
166,2000,4870,5,5,0,"338581,394703526","67859,3122908583",0,0
166,2001,4870,5,5,0,"352752,936045139","68819,0921873565",0,0
166,2002,4870,5,5,0,"359033,34818195","71589,319378185",0,0
166,2003,4870,5,5,0,"345722,598606989","68483,4800633539",0,0
166,2004,4870,5,6,0,"333445,591524783","69590,4112341088",0,0
167,1995,4870,6,6,0,"341638,993813669","71072,238858442",0,1537747
167,1996,4870,6,6,0,"338729,91601217","70723,7498026182",0,0
167,1997,4870,6,6,0,"345634,26148731","71401,723003632",0,0
167,1998,4870,6,6,0,"353532,36244746","69826,7224170889",0,0
167,1999,4870,6,6,0,"362598,382786922","68443,2851395314",0,0
167,2000,4870,6,6,0,"358869,261184438","69579,706919143",0,0
167,2001,4870,6,6,0,"352571,246537763","66494,0306184612",0,0
167,2002,4870,6,6,0,"356824,161570808","68271,8285301366",0,0
167,2003,6345,6,2,1,"349106,227446933","71488,3984866622",670966,0
167,2004,6345,2,1,0,"356522,703085138","74191,1086505351",0,0
168,1995,6345,1,1,0,"371350,959756602","74614,6747449559",0,1281417
168,1996,6345,1,1,0,"381646,153600299","74579,271043917",0,0
168,1997,6345,1,1,0,"389716,928117108","71616,4711657959",0,0
168,1998,6345,1,1,0,"397100,730567527","70674,1772446224",0,0
168,1999,6345,1,1,0,"381169,427565794","72469,4653347099",0,0
168,2000,5968,1,3,1,"386626,724974093","72170,4753479283",693589,0
168,2001,5968,3,3,0,"403631,282520591","72073,8519177867",0,0
168,2002,5968,3,3,0,"388522,46496218","71426,3548770295",0,0
168,2003,5968,3,3,0,"398349,924527512","71982,0525788108",0,0
168,2004,5968,3,2,0,"391475,99601873","74033,6300250753",0,0
169,1995,5968,2,2,0,"391737,657513452","72799,4346345681",0,1088026
169,1996,5968,2,2,0,"399252,153330377","70826,7515071364",0,0
169,1997,5968,2,2,0,"385585,575932939","69158,9474679705",0,0
169,1998,5968,2,2,0,"377144,237225137","66758,4056967332",0,0
169,1999,5968,2,2,0,"387171,040207062","67923,0906265643",0,0
169,2000,3859,2,4,1,"404570,37497218","65692,426360384",1373874,0
169,2001,3859,4,4,0,"416738,171645661","66585,545725945",0,0
169,2002,3859,4,4,0,"419673,723275467","64986,2002064783",0,0
169,2003,3859,4,4,0,"411474,291140231","66873,5439325423",0,0
169,2004,3859,4,5,0,"426266,834798938","68071,815331087",0,0
170,1995,3859,5,5,0,"440562,238801939","70376,8809741305",0,1980235
170,1996,1946,5,4,1,"450983,791922383","73212,7605043973",956599,0
170,1997,1946,4,4,0,"428863,660369215","71546,4944769646",0,0
170,1998,1946,4,4,0,"407546,536477945","73642,2242827388",0,0
170,1999,1946,4,4,0,"426170,622536616","77323,4052967688",0,0
170,2000,7921,4,1,1,"443347,09748253","75375,3030741607",828288,0
170,2001,7921,1,1,0,"427443,627905187","71796,7840577553",0,0
170,2002,7921,1,1,0,"420961,619047784","70122,0977123684",0,0
170,2003,7921,1,1,0,"423191,939478513","68431,361924962",0,0
170,2004,7921,1,3,0,"441856,694607861","69086,8426560225",0,0
171,1995,7921,3,3,0,"444734,450615455","67251,1050266124",0,1231539
171,1996,7921,3,3,0,"454591,263323831","64176,0953161579",0,0
171,1997,7921,3,3,0,"439682,812537154","64773,7833049388",0,0
171,1998,7921,3,3,0,"433733,327599677","65646,0034745675",0,0
171,1999,7921,3,3,0,"431770,450399119","67616,9684140897",0,0
171,2000,7921,3,3,0,"438447,639087041","64694,3835456419",0,0
171,2001,7921,3,3,0,"446741,393756302","64045,6480471219",0,0
171,2002,7921,3,3,0,"463940,029062989","62491,5790199675",0,0
171,2003,7921,3,3,0,"459191,721576163","65584,742200855",0,0
171,2004,7921,3,2,0,"447393,711799455","63078,3743649863",0,0
172,1995,7921,2,2,0,"431925,028209607","65619,5340431484",0,1427605
172,1996,7921,2,2,0,"444246,182649166","66685,447756735",0,0
172,1997,7921,2,2,0,"453121,513529745","65340,0923210285",0,0
172,1998,7921,2,2,0,"458673,151940159","64785,9200799731",0,0
172,1999,7921,2,2,0,"481105,576296903","62715,2235275318",0,0
172,2000,7921,2,2,0,"467842,261339887","60072,5344984059",0,0
172,2001,7921,2,2,0,"462021,372008752","58478,0430192431",0,0
172,2002,7921,2,2,0,"460384,086703612","56911,200370046",0,0
172,2003,7921,2,2,0,"480557,491672737","54771,4996425273",0,0
172,2004,7921,2,1,0,"488389,742641392","52561,5119280318",0,0
173,1995,7921,1,1,0,"507735,103475873","54832,2622223813",0,1760148
173,1996,7921,1,1,0,"501372,809056251","55244,1537690177",0,0
173,1997,7921,1,1,0,"482674,065386821","56269,0218669301",0,0
173,1998,7921,1,1,0,"487396,775034303","57756,0248059485",0,0
173,1999,7921,1,1,0,"479586,744618445","57747,657780896",0,0
173,2000,7921,1,1,0,"483774,750425238","55381,3692933556",0,0
173,2001,3849,1,1,1,"493053,067380763","53289,0746870255",1442977,0
173,2002,3745,1,4,1,"494208,44868242","54962,5948184084",268063,0
173,2003,3745,4,4,0,"481156,290900796","52615,5505227171",0,0
173,2004,3745,4,4,0,"499818,150633642","54760,3654774381",0,0
174,1995,3745,4,4,0,"518372,657198526","55771,5442632464",0,1417462
174,1996,3745,4,4,0,"495626,934731746","55590,6091896332",0,0
174,1997,3745,4,4,0,"492176,117046847","54345,5757941139",0,0
174,1998,3745,4,4,0,"484498,030953118","54820,3547393344",0,0
174,1999,3745,4,4,0,"499647,246560749","57182,3685177914",0,0
174,2000,3745,4,4,0,"482001,16038365","55307,3271048402",0,0
174,2001,3745,4,4,0,"469916,027742209","54432,7906775416",0,0
174,2002,3745,4,4,0,"459120,411033637","52338,3328768208",0,0
174,2003,3745,4,4,0,"477086,978497876","51846,2311156143",0,0
174,2004,3745,4,5,0,"464785,035075326","50666,7637513492",0,0
175,1995,3745,5,5,0,"441905,411505884","48891,0456269811",0,1097298
175,1996,3745,5,5,0,"422298,66243013","49102,4747423888",0,0
175,1997,3745,5,5,0,"425104,147270912","48066,3190395096",0,0
175,1998,3745,5,5,0,"437487,625261209","49536,9151140988",0,0
175,1999,3745,5,5,0,"418504,202206949","51504,7387375702",0,0
175,2000,3745,5,5,0,"431484,671667963","49276,502765922",0,0
175,2001,3745,5,5,0,"429478,523082823","48008,7323580486",0,0
175,2002,3745,5,5,0,"417318,842747793","49781,9924083182",0,0
175,2003,3745,5,5,0,"435943,407272998","48720,0420799496",0,0
175,2004,3745,5,2,0,"418839,179285999","48853,6557323608",0,0
176,1995,3745,2,2,0,"417075,929086245","46549,2971001147",0,1134826
176,1996,3745,2,2,0,"415230,992833536","46203,1631642739",0,0
176,1997,3745,2,2,0,"433978,82188457","46721,8394859875",0,0
176,1998,3745,2,2,0,"421774,761360106","44905,0351806264",0,0
176,1999,3745,2,2,0,"440721,379115476","44745,4754824116",0,0
176,2000,3745,2,2,0,"439705,17131095","45126,0278028606",0,0
176,2001,3745,2,2,0,"452457,803333815","45727,5588844617",0,0
176,2002,6474,2,1,1,"469238,917513388","45040,92890965",1282990,0
176,2003,6474,1,1,0,"454364,124411538","45632,828762686",0,0
176,2004,6474,1,2,0,"473681,842182909","44464,0664981328",0,0
177,1995,6474,2,2,0,"464856,886032664","44834,070618026",0,1619952
177,1996,6474,2,2,0,"461596,897199781","46718,1710164256",0,0
177,1997,2838,2,6,1,"441982,881909326","45607,7815660276",1354744,0
177,1998,2876,6,6,1,"460734,221621626","47046,2966969651",777473,0
177,1999,2876,6,6,0,"483064,594719268","46055,7668164594",0,0
177,2000,2876,6,6,0,"468773,517315698","45691,4148345208",0,0
177,2001,2876,6,6,0,"446451,003950205","44994,1898244819",0,0
177,2002,2876,6,6,0,"436311,395378565","45295,381533754",0,0
177,2003,2876,6,6,0,"426278,917327211","46373,9255636695",0,0
